gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description filename
91628_DAStool_bin16.fa_virus_genes.tsv k99_1289380_3	1040	1279	240	1	0.504	11	None	GENOMAD.199974.VV	2.297e-25	100	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1289380_4	1593	2639	1047	1	0.530	11	None	GENOMAD.093641.VV	8.248e-131	419	0	0	0	2561	Caudoviricetes	NA	NA	PF12705;K07465;TIGR01896;COG2887	PD-(D/E)XK nuclease superfamily
91628_DAStool_bin16.fa_virus_genes.tsv k99_1289380_5	2657	3442	786	1	0.533	11	AGGA/GGAG/GAGG	GENOMAD.115023.VV	1.378e-63	220	0	0	1	2561	Caudoviricetes	NA	NA	PF13479;TIGR01618;COG0468;K04484	phage nucleotide-binding protein
91628_DAStool_bin16.fa_virus_genes.tsv k99_1289380_6	3439	3900	462	1	0.517	11	GGA/GAG/AGG	GENOMAD.049929.VV	7.036e-56	192	0	0	0	2561	Caudoviricetes	NA	NA	PF05037	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1289380_7	4193	4411	219	-1	0.521	11	GGAG/GAGG	GENOMAD.053419.CC	1.261e-06	46	0	0	0	1	NA	NA	NA	PF09720;TIGR02574	putative addiction module component, TIGR02574 family
91628_DAStool_bin16.fa_virus_genes.tsv k99_1289380_8	4500	4874	375	1	0.488	11	GGA/GAG/AGG	GENOMAD.154527.VP	1.055e-21	92	0	0	0	2561	Caudoviricetes	NA	NA	PF05866;K01160;COG4570	Holliday junction resolvase RusA (prophage-encoded endonuclease)
91628_DAStool_bin16.fa_virus_genes.tsv k99_1289380_9	5055	5132	78	1	0.526	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1303913_1	1	267	267	1	0.543	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1303913_2	326	661	336	1	0.557	11	GGAG/GAGG	GENOMAD.028818.VV	4.07e-26	104	0	0	0	2561	Caudoviricetes	NA	NA	PF09956;COG5471	Predicted phage recombinase, RecA/RadA family
91628_DAStool_bin16.fa_virus_genes.tsv k99_1303913_3	719	1939	1221	1	0.540	11	GGAG/GAGG	GENOMAD.194774.VC	2.752e-15	81	0	0	1	1	NA	NA	NA	PF02122;TIGR02038;COG3591;K04691	Peptidase S39
91628_DAStool_bin16.fa_virus_genes.tsv k99_1303913_4	1951	2331	381	1	0.533	11	GGA/GAG/AGG	GENOMAD.075202.VV	4.916e-47	165	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1303913_5	2331	2759	429	1	0.490	11	GGAG/GAGG	GENOMAD.088223.VV	2.42e-37	138	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1303913_6	2763	4031	1269	1	0.545	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1339016_1	3	164	162	1	0.543	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1339016_2	606	2690	2085	1	0.528	11	None	GENOMAD.029808.VV	0.0004328	46	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1464951_1	1	189	189	1	0.571	11	None	GENOMAD.114577.VV	7.963e-07	46	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1464951_2	395	910	516	1	0.564	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1464951_3	993	1745	753	1	0.564	11	4Base/6BMM	GENOMAD.023558.VV	1.696e-74	251	0	0	1	2561	Caudoviricetes	NA	NA	PF05136;TIGR01539;COG5511	phage portal protein, lambda family
91628_DAStool_bin16.fa_virus_genes.tsv k99_1464951_4	1723	2610	888	1	0.548	11	AGGAG	GENOMAD.213136.VV	2.017e-42	160	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;PF10124;TIGR01543;COG3740	phage prohead protease, HK97 family
91628_DAStool_bin16.fa_virus_genes.tsv k99_1474354_1	146	754	609	-1	0.540	11	GGAG/GAGG	GENOMAD.050563.VV	2.371e-07	53	0	0	0	2561	Caudoviricetes	NA	NA	PF10902;TIGR00493	WYL_2, Sm-like SH3 beta-barrel fold
91628_DAStool_bin16.fa_virus_genes.tsv k99_1474354_2	842	1462	621	-1	0.544	11	AGGA	GENOMAD.096083.VP	5.203e-06	49	0	0	0	2561	Caudoviricetes	NA	NA	PF00574;K01358;TIGR00493;COG0740	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
91628_DAStool_bin16.fa_virus_genes.tsv k99_1474354_3	1593	2885	1293	-1	0.555	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1474354_4	2969	3838	870	-1	0.577	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1607976_1	234	1001	768	-1	0.569	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_1607976_2	1093	2874	1782	-1	0.534	11	None	GENOMAD.061456.VV	0.0007122	45	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_2308221_1	3	68	66	-1	0.485	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_2308221_2	86	1393	1308	-1	0.564	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_2308221_3	1386	1919	534	-1	0.515	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_2308221_4	1912	2892	981	-1	0.572	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_2308221_5	3046	3624	579	-1	0.515	11	None	GENOMAD.106608.VV	5.1e-23	99	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_2480947_1	1	1680	1680	-1	0.542	11	AGGAG	GENOMAD.121586.VV	1.025e-09	64	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin16.fa_virus_genes.tsv k99_2480947_2	1879	4050	2172	-1	0.551	11	None	GENOMAD.177409.VV	4.012e-29	128	0	0	0	1	NA	NA	NA	PF00562;PF04560;TIGR03670;K03044	DNA-directed RNA polymerase subunit B
91628_DAStool_bin172.fa_virus_genes.tsv k99_459170_1	358	669	312	-1	0.532	11	None	GENOMAD.059492.VV	2.142e-05	44	0	0	0	6064	Autographiviridae	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_459170_2	666	812	147	-1	0.449	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_459170_3	800	1069	270	-1	0.504	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_459170_4	1066	1251	186	-1	0.565	11	GGAG/GAGG	GENOMAD.140709.VP	3.379e-07	47	0	0	0	2561	Caudoviricetes	NA	NA	PF13022;COG1309;TIGR03384	DNA-binding transcriptional regulator, AcrR family
91628_DAStool_bin172.fa_virus_genes.tsv k99_459170_5	1248	1478	231	-1	0.576	11	GGAG/GAGG	GENOMAD.108522.VV	1.187e-08	52	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_459170_6	1521	1826	306	-1	0.487	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_459170_7	1951	2565	615	-1	0.548	11	None	GENOMAD.006890.VV	3.983e-95	308	0	0	0	2561	Caudoviricetes	NA	NA	PF20557	Putative DnaT-like ssDNA binding protein
91628_DAStool_bin172.fa_virus_genes.tsv k99_510405_1	2	136	135	1	0.541	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_510405_2	268	477	210	1	0.562	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_510405_3	477	755	279	1	0.548	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_510405_4	768	2024	1257	-1	0.569	11	AGxAGG/AGGxGG	GENOMAD.208446.VP	4.337e-56	205	0	0	0	2561	Caudoviricetes	NA	NA	PF01555;COG4725;K13581	N6-adenosine-specific RNA methylase IME4
91628_DAStool_bin172.fa_virus_genes.tsv k99_510405_5	2221	2643	423	-1	0.589	11	GGA/GAG/AGG	GENOMAD.036923.VV	2.953e-05	45	0	0	0	2561	Caudoviricetes	NA	NA	PF19889	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_510405_6	2640	2903	264	-1	0.580	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_510405_7	2905	3369	465	-1	0.604	11	AGGA	GENOMAD.221061.VP	5.865e-75	247	0	0	0	2561	Caudoviricetes	NA	NA	PF02075;COG0817;TIGR00228;K01159	Holliday junction resolvasome RuvABC endonuclease subunit
91628_DAStool_bin172.fa_virus_genes.tsv k99_510405_8	3510	3878	369	-1	0.591	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_641450_1	1	66	66	-1	0.439	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_641450_2	69	701	633	-1	0.537	11	AGxAGG/AGGxGG	GENOMAD.000997.VV	6.046e-119	377	0	0	1	2561	Caudoviricetes	NA	NA	PF20387	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_641450_3	701	1093	393	-1	0.555	11	GGAG/GAGG	GENOMAD.182230.VV	4.335e-42	151	0	0	0	2561	Caudoviricetes	NA	NA	PF19197	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_641450_4	1093	1602	510	-1	0.510	11	None	GENOMAD.082189.VV	5.002e-11	63	0	0	1	2561	Caudoviricetes	NA	NA	PF00959;COG3772	Phage-related lysozyme (muramidase), GH24 family
91628_DAStool_bin172.fa_virus_genes.tsv k99_641450_5	1599	2102	504	-1	0.502	11	GGA/GAG/AGG	GENOMAD.061791.VV	3.35e-45	162	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_641450_6	2105	2524	420	-1	0.490	11	AGxAG	GENOMAD.059818.VV	2.771e-59	201	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_641450_7	2521	2733	213	-1	0.516	11	GGA/GAG/AGG	GENOMAD.012537.VV	2.968e-26	102	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_641450_8	2721	3203	483	-1	0.476	11	None	GENOMAD.127214.VP	4.999e-19	86	0	0	0	2561	Caudoviricetes	NA	NA	PF13392	HNH endonuclease
91628_DAStool_bin172.fa_virus_genes.tsv k99_1532845_1	62	388	327	1	0.529	11	AGGAG	GENOMAD.022690.VV	3.523e-34	127	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_1532845_2	381	1640	1260	1	0.508	11	GGAG/GAGG	GENOMAD.119455.VP	1.116e-93	315	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_1532845_3	1641	3671	2031	1	0.482	11	None	GENOMAD.004885.VV	8.453e-257	801	0	0	1	2561	Caudoviricetes	NA	NA	PF12236;PF06676;COG5319	Bacteriophage head to tail connecting protein
91628_DAStool_bin172.fa_virus_genes.tsv k99_2443176_1	122	412	291	1	0.505	11	3Base/5BMM	GENOMAD.149276.VV	8.987e-12	62	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_2443176_2	394	1212	819	1	0.547	11	GGA/GAG/AGG	GENOMAD.008767.VV	2.656e-70	240	0	0	1	2561	Caudoviricetes	NA	NA	PF03592;COG3728;K07474	Terminase small subunit
91628_DAStool_bin172.fa_virus_genes.tsv k99_2443176_3	1166	1546	381	1	0.559	11	GGA/GAG/AGG	GENOMAD.048766.VV	4.458e-15	73	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_2443176_4	1579	2034	456	1	0.520	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_2443176_5	2027	2125	99	1	0.475	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_2443176_6	2204	2587	384	1	0.534	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_2443176_7	2704	3396	693	1	0.606	11	GGA/GAG/AGG	GENOMAD.020583.VV	1.506e-47	172	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_2443176_8	3473	3913	441	1	0.624	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_2589802_1	1	336	336	-1	0.583	11	None	GENOMAD.114660.VP	2.369e-07	50	0	0	0	2561	Caudoviricetes	NA	NA	PF00176;TIGR04095;COG1111;K03727	DNA phosphorothioation system restriction enzyme
91628_DAStool_bin172.fa_virus_genes.tsv k99_2589802_2	471	1118	648	-1	0.535	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_2589802_3	1378	1755	378	-1	0.556	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_2589802_4	1882	2370	489	1	0.505	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin172.fa_virus_genes.tsv k99_2589802_5	2383	3642	1260	1	0.529	11	GGAG/GAGG	GENOMAD.061397.VV	1.266e-05	50	0	0	0	1	NA	NA	NA	PF00589;TIGR02249;COG4973;K03733	integron integrase
91628_DAStool_bin172.fa_virus_genes.tsv k99_2589802_6	3926	4444	519	-1	0.541	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_426687_1	2	382	381	1	0.512	11	None	GENOMAD.158481.VC	9.161e-06	46	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_426687_2	458	796	339	1	0.469	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_426687_3	1128	1403	276	1	0.475	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_426687_4	1381	3660	2280	1	0.480	11	GGA/GAG/AGG	GENOMAD.112765.VV	3.608e-06	53	0	0	0	2561	Caudoviricetes	NA	NA	PF13148;PF09250	Bifunctional DNA primase/polymerase, N-terminal
91628_DAStool_bin179.fa_virus_genes.tsv k99_426687_5	3650	4954	1305	1	0.503	11	GGA/GAG/AGG	GENOMAD.012129.VV	1.241e-60	219	0	0	0	2561	Caudoviricetes	NA	NA	PF00176;TIGR04095;COG1111;K17677	DNA phosphorothioation system restriction enzyme
91628_DAStool_bin179.fa_virus_genes.tsv k99_426687_6	5101	5367	267	1	0.479	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_1	1	2031	2031	-1	0.488	11	GGA/GAG/AGG	GENOMAD.058604.VV	8.331e-93	323	0	0	0	2561	Caudoviricetes	NA	NA	NA	SOCS box protein SSB-1, contains SPRY domain
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_2	2028	2582	555	-1	0.483	11	AGGA	GENOMAD.010735.VV	3.324e-53	186	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_3	2584	5427	2844	-1	0.363	11	None	GENOMAD.123957.VP	7.1e-68	254	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_4	5428	5874	447	-1	0.318	11	GGA/GAG/AGG	GENOMAD.033914.VV	1.606e-27	110	0	0	0	2561	Caudoviricetes	NA	NA	PF13527;COG3981;TIGR04431;K18815	Predicted acetyltransferase
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_5	5871	6464	594	-1	0.370	11	None	GENOMAD.028666.VV	4.839e-98	316	0	0	0	2561	Caudoviricetes	NA	NA	PF09931;COG5449	Uncharacterized conserved protein (DUF2163)
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_6	6461	7141	681	-1	0.377	11	GGAG/GAGG	GENOMAD.023035.VV	4.562e-87	286	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_7	7145	10108	2964	-1	0.359	11	GGA/GAG/AGG	GENOMAD.078758.VV	4.465e-44	178	0	0	1	2561	Caudoviricetes	NA	NA	COG5281	Phage-related minor tail protein
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_8	10110	10556	447	-1	0.383	11	AGGA	GENOMAD.183634.VP	8.41e-35	131	0	0	1	2561	Caudoviricetes	NA	NA	COG5005;TIGR01725	Mu-like prophage protein gpG
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_9	10549	10881	333	-1	0.375	11	None	GENOMAD.039413.VV	1.062e-23	97	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_10	10890	11351	462	-1	0.327	11	AGGA	GENOMAD.065028.VV	1.199e-41	151	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_11	11622	12140	519	-1	0.501	11	GGA/GAG/AGG	GENOMAD.058342.VV	8.187e-97	311	0	0	1	2561	Caudoviricetes	NA	NA	PF16460	Phage tail tube, TTP, lambda-like
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_12	12155	12649	495	-1	0.479	11	GGAG/GAGG	GENOMAD.058342.VV	4.934e-90	291	0	0	1	2561	Caudoviricetes	NA	NA	PF16460	Phage tail tube, TTP, lambda-like
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_13	12675	13091	417	-1	0.386	11	GGA/GAG/AGG	GENOMAD.021545.VV	2.133e-53	184	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_14	13094	13435	342	-1	0.371	11	None	GENOMAD.065485.VV	3.618e-44	156	0	0	1	2561	Caudoviricetes	NA	NA	PF05521;TIGR01563;COG5614	phage head-tail adaptor, putative, SPP1 family
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_15	13435	14094	660	-1	0.450	11	None	GENOMAD.050847.VV	8.641e-94	305	0	0	1	2561	Caudoviricetes	NA	NA	PF05135;TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_16	14097	15137	1041	-1	0.471	11	GGA/GAG/AGG	GENOMAD.023731.VV	5.29e-36	143	0	0	1	2561	Caudoviricetes	NA	NA	COG4626	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_17	15201	16553	1353	-1	0.469	11	AGGA	GENOMAD.016520.VV	2.78e-128	417	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_18	16566	17357	792	-1	0.481	11	GGA/GAG/AGG	GENOMAD.132889.VV	5.863e-111	357	0	0	1	2561	Caudoviricetes	NA	NA	PF04586;COG3740;TIGR01543;K06904	Phage head maturation protease
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_19	17477	18883	1407	-1	0.443	11	GGA/GAG/AGG	GENOMAD.052077.VV	4.485e-131	426	0	0	1	2561	Caudoviricetes	NA	NA	PF04860;TIGR01537	phage portal protein, HK97 family
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_20	18893	20554	1662	-1	0.435	11	None	GENOMAD.023731.VV	1.487e-85	297	0	0	1	2561	Caudoviricetes	NA	NA	COG4626	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
91628_DAStool_bin179.fa_virus_genes.tsv k99_541336_21	20551	21024	474	-1	0.468	11	AGGA	GENOMAD.054726.VV	3.444e-57	196	0	0	1	2561	Caudoviricetes	NA	NA	PF05119;COG3747;TIGR01558	Phage terminase, small subunit
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_1	1	390	390	-1	0.395	11	GGA/GAG/AGG	GENOMAD.028354.VV	3.614e-27	108	0	0	0	2561	Caudoviricetes	NA	NA	PF07120;COG3756	Uncharacterized conserved protein YdaU, DUF1376 family
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_2	493	744	252	-1	0.464	11	GGAG/GAGG	GENOMAD.045773.VV	5.584e-26	102	0	0	0	2561	Caudoviricetes	NA	NA	PF07102	Putative nuclease YbcO
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_3	779	1012	234	-1	0.427	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_4	1014	1358	345	-1	0.333	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_5	1526	1717	192	1	0.312	11	GGAG/GAGG	GENOMAD.035457.VV	1.272e-16	74	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_6	1735	2028	294	1	0.483	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_7	2092	3060	969	1	0.394	11	GGAG/GAGG	GENOMAD.209511.VP	6.737e-21	97	0	0	0	2561	Caudoviricetes	NA	NA	PF06067;TIGR03299	phage/plasmid-like protein TIGR03299
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_8	3217	3441	225	1	0.396	11	GGAG/GAGG	GENOMAD.063826.VV	1.923e-10	57	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_9	3413	4057	645	1	0.473	11	AGGA	GENOMAD.193698.VP	1.284e-31	125	0	0	0	2561	Caudoviricetes	NA	NA	PF04404	ERF superfamily
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_10	4054	4221	168	1	0.417	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_11	4218	4718	501	1	0.425	11	AGGA	GENOMAD.206027.VP	2.589e-20	90	0	0	0	2561	Caudoviricetes	NA	NA	PF05565;COG4396	Siphovirus Gp157
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_12	4728	5144	417	1	0.374	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_576586_13	5253	5570	318	1	0.443	11	GGA/GAG/AGG	GENOMAD.009030.VV	3.885e-16	75	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_1	157	579	423	-1	0.504	11	None	GENOMAD.052077.VV	2.839e-51	178	0	0	1	2561	Caudoviricetes	NA	NA	PF04860;TIGR01537	phage portal protein, HK97 family
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_2	579	776	198	-1	0.434	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_3	870	1100	231	-1	0.463	11	AGGA	GENOMAD.087893.VV	3.746e-12	62	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_4	1110	1529	420	-1	0.436	11	GGA/GAG/AGG	GENOMAD.016368.VV	1.863e-30	118	0	0	0	2561	Caudoviricetes	NA	NA	PF19174	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_5	1538	2284	747	-1	0.427	11	GGA/GAG/AGG	GENOMAD.012812.VV	7.107e-46	168	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_6	2287	2577	291	-1	0.443	11	AGGA	GENOMAD.025917.VV	1.184e-16	76	0	0	0	2561	Caudoviricetes	NA	NA	PF18743;COG1591	Holliday junction resolvase, archaeal type
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_7	2574	3059	486	-1	0.504	11	GGAG/GAGG	GENOMAD.034135.VV	2.202e-06	49	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_8	3067	3267	201	-1	0.423	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_9	3264	3761	498	-1	0.450	11	AGxAGG/AGGxGG	GENOMAD.114258.VV	1.114e-06	50	0	0	0	1	NA	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_10	3758	3985	228	-1	0.412	11	3Base/5BMM	GENOMAD.094603.VV	4.226e-25	99	0	0	0	2561	Caudoviricetes	NA	NA	PF07358	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_11	3987	4163	177	-1	0.367	11	AGxAGG/AGGxGG	GENOMAD.071432.VV	9.911e-17	74	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_12	4160	4450	291	-1	0.488	11	AGGA	GENOMAD.096177.VV	3.625e-13	66	0	0	0	2561	Caudoviricetes	NA	NA	NA	NA
91628_DAStool_bin179.fa_virus_genes.tsv k99_615213_13	4612	5298	687	-1	0.463	11	AGGA	GENOMAD.111458.VV	1.459e-56	198	0	0	1	2561	Caudoviricetes	NA	NA	PF06992;PF16510	Replication protein P; Phage P22-like portal protein
