seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes filename
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_1241830	3468	No terminal repeats	5	11	0.7636	NA	0	0.5307	NA	NA
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_2011442	6167	No terminal repeats	5	11	0.7632	NA	0	0.9269	NA	NA
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_1997312	3947	No terminal repeats	9	11	0.7631	NA	0	0.0852	NA	NA
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_2518869	3042	No terminal repeats	4	11	0.7360	NA	0	0.0000	NA	NA
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_1959667	3415	No terminal repeats	3	11	0.7332	NA	0	0.0000	NA	NA
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_2121969	7889	No terminal repeats	8	11	0.7245	NA	0	0.9896	NA	NA
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_951910	2686	No terminal repeats	2	11	0.7216	NA	0	0.0000	NA	NA
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_463664	4139	No terminal repeats	4	11	0.7118	NA	0	0.3674	NA	NA
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_803047	2602	No terminal repeats	3	11	0.7056	NA	0	1.3213	NA	NA
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_1700394	2685	No terminal repeats	3	11	0.7038	NA	0	0.5033	NA	NA
91618_DAStool_bin199.fa_plasmid_summary.tsv k99_969926	15593	No terminal repeats	17	11	0.7030	NA	0	1.1583	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_1712549	6410	No terminal repeats	8	11	0.9782	NA	0	0.0057	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_1835409	10212	No terminal repeats	12	11	0.9574	NA	0	3.9395	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_949111	4103	No terminal repeats	3	11	0.9453	NA	0	1.2496	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_2525875	5596	No terminal repeats	7	11	0.9129	NA	0	2.6307	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_1313100	4282	No terminal repeats	6	11	0.8104	NA	0	0.0517	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_1472426	4363	No terminal repeats	3	11	0.7959	NA	0	0.1888	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_1897426	2645	No terminal repeats	3	11	0.7864	NA	0	2.1441	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_1895213	3608	No terminal repeats	5	11	0.7839	NA	0	2.3306	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_539587	6098	No terminal repeats	8	11	0.7816	NA	0	1.1891	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_1067646	5252	No terminal repeats	7	11	0.7734	NA	0	0.0257	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_2501255	2927	No terminal repeats	4	11	0.7660	NA	0	1.6590	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_422456	3566	No terminal repeats	4	11	0.7649	NA	0	0.7881	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_1957221	2890	No terminal repeats	5	11	0.7601	NA	0	3.1552	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_118978	7905	No terminal repeats	10	11	0.7573	NA	0	1.4078	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_569995	2630	No terminal repeats	4	11	0.7562	NA	0	1.1588	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_1580080	3060	No terminal repeats	4	11	0.7557	NA	0	0.5449	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_173122	2767	No terminal repeats	2	11	0.7487	NA	0	0.3275	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_715456	3230	No terminal repeats	3	11	0.7385	NA	0	0.4669	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_713693	15647	No terminal repeats	15	11	0.7234	NA	0	2.1114	NA	NA
91618_DAStool_bin23.fa_plasmid_summary.tsv k99_351824	2754	No terminal repeats	3	11	0.7214	NA	0	1.6405	NA	NA
91618_DAStool_bin28.fa_plasmid_summary.tsv k99_577226	4495	No terminal repeats	6	11	0.7801	NA	0	0.0000	NA	NA
91618_DAStool_bin29.fa_plasmid_summary.tsv k99_1914216	13533	No terminal repeats	17	11	0.9190	NA	9	10.7600	F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
91618_DAStool_bin29.fa_plasmid_summary.tsv k99_114201	12110	No terminal repeats	9	11	0.8785	NA	5	6.3655	F_traG;F_traH;F_traF;F_traN;F_trbC	NA
91618_DAStool_bin44.fa_plasmid_summary.tsv k99_2661518	9823	No terminal repeats	10	11	0.9513	NA	0	3.4327	NA	NA
91618_DAStool_bin44.fa_plasmid_summary.tsv k99_48706	4052	No terminal repeats	5	11	0.9015	NA	0	3.2704	NA	NA
91618_DAStool_bin44.fa_plasmid_summary.tsv k99_5842	4800	No terminal repeats	5	11	0.7555	NA	0	1.8087	NA	NA
91618_DAStool_bin44.fa_plasmid_summary.tsv k99_1079811	2625	No terminal repeats	4	11	0.7113	NA	0	2.0387	NA	NA
91618_DAStool_bin50.fa_plasmid_summary.tsv k99_2605172	3360	No terminal repeats	1	11	0.9675	NA	0	1.7183	NA	NA
91618_DAStool_bin50.fa_plasmid_summary.tsv k99_503570	3783	DTR	11	11	0.7732	NA	0	1.0889	NA	NA
91618_DAStool_bin52.fa_plasmid_summary.tsv k99_482847	2566	No terminal repeats	5	11	0.8869	NA	0	0.3436	NA	NA
91618_DAStool_bin52.fa_plasmid_summary.tsv k99_571668	3682	No terminal repeats	4	11	0.8470	NA	0	2.9175	NA	NA
91618_DAStool_bin52.fa_plasmid_summary.tsv k99_2502824	6485	No terminal repeats	6	11	0.7639	NA	0	1.1523	NA	NA
91618_DAStool_bin52.fa_plasmid_summary.tsv k99_2326338	3388	No terminal repeats	5	11	0.7122	NA	0	0.0000	NA	NA
91618_DAStool_bin55.fa_plasmid_summary.tsv k99_2093895	5656	No terminal repeats	8	11	0.8057	NA	0	1.6133	NA	NA
91618_DAStool_bin55.fa_plasmid_summary.tsv k99_1715854	3555	No terminal repeats	3	11	0.7227	NA	0	0.0000	NA	NA
91619_DAStool_bin10.fa_plasmid_summary.tsv k99_1540356	2561	No terminal repeats	4	11	0.9112	NA	0	0.6376	NA	NA
91619_DAStool_bin144.fa_plasmid_summary.tsv k99_1793985	2868	No terminal repeats	2	11	0.7456	NA	0	0.6605	NA	NA
91619_DAStool_bin170.fa_plasmid_summary.tsv k99_2546238	2747	No terminal repeats	5	11	0.9542	NA	0	0.0000	NA	NA
91619_DAStool_bin170.fa_plasmid_summary.tsv k99_1198777	2677	No terminal repeats	3	11	0.8874	NA	1	1.3400	F_trbC	NA
91619_DAStool_bin170.fa_plasmid_summary.tsv k99_2584808	2950	No terminal repeats	6	11	0.8662	NA	0	0.0000	NA	NA
91619_DAStool_bin170.fa_plasmid_summary.tsv k99_1915925	2927	No terminal repeats	2	11	0.7648	NA	1	1.1179	T_virB6	NA
91619_DAStool_bin170.fa_plasmid_summary.tsv k99_2151095	3082	No terminal repeats	2	11	0.7624	NA	0	0.0000	NA	NA
91619_DAStool_bin170.fa_plasmid_summary.tsv k99_765911	4261	No terminal repeats	2	11	0.7611	NA	0	0.0000	NA	NA
91619_DAStool_bin19.fa_plasmid_summary.tsv k99_334863	3157	No terminal repeats	3	11	0.7873	NA	0	1.7160	NA	NA
91619_DAStool_bin19.fa_plasmid_summary.tsv k99_860695	3126	No terminal repeats	3	11	0.7857	NA	0	0.0000	NA	NA
91619_DAStool_bin53.fa_plasmid_summary.tsv k99_457482	4606	No terminal repeats	5	11	0.9460	NA	0	0.6794	NA	NA
91619_DAStool_bin69.fa_plasmid_summary.tsv k99_448271	7498	No terminal repeats	11	11	0.9303	NA	0	2.4472	NA	NA
91619_DAStool_bin69.fa_plasmid_summary.tsv k99_618079	3211	No terminal repeats	4	11	0.8233	NA	0	2.8004	NA	NA
91619_DAStool_bin69.fa_plasmid_summary.tsv k99_573718	3446	No terminal repeats	4	11	0.7425	NA	0	0.0000	NA	NA
91619_DAStool_bin8.fa_plasmid_summary.tsv k99_1005810	3248	No terminal repeats	2	11	0.9686	NA	1	1.7183	NA	NA
91619_DAStool_bin8.fa_plasmid_summary.tsv k99_1555632	4810	No terminal repeats	4	11	0.9431	NA	0	0.7327	NA	NA
91619_DAStool_bin8.fa_plasmid_summary.tsv k99_2403627	4334	No terminal repeats	5	11	0.8836	NA	0	2.6553	NA	NA
91619_DAStool_bin8.fa_plasmid_summary.tsv k99_2107613	3154	No terminal repeats	3	11	0.8288	NA	0	0.0000	NA	NA
91619_DAStool_bin8.fa_plasmid_summary.tsv k99_1868346	2867	No terminal repeats	4	11	0.7023	NA	0	0.0000	NA	NA
91620_DAStool_bin140.fa_plasmid_summary.tsv k99_1740616	12025	No terminal repeats	2	11	0.9495	NA	0	1.7183	NA	NA
91620_DAStool_bin15.fa_plasmid_summary.tsv k99_2252557	3120	No terminal repeats	4	11	0.9830	NA	0	1.1186	NA	NA
91620_DAStool_bin15.fa_plasmid_summary.tsv k99_1157396	5748	No terminal repeats	9	11	0.8776	NA	0	0.3849	NA	NA
91620_DAStool_bin15.fa_plasmid_summary.tsv k99_1085512	4713	No terminal repeats	6	11	0.8626	NA	0	1.8805	NA	NA
91620_DAStool_bin15.fa_plasmid_summary.tsv k99_1403547	5454	No terminal repeats	9	11	0.8625	NA	0	0.3581	NA	NA
91620_DAStool_bin15.fa_plasmid_summary.tsv k99_915781	4463	No terminal repeats	5	11	0.8220	NA	0	3.5132	NA	NA
91620_DAStool_bin15.fa_plasmid_summary.tsv k99_888256	4694	No terminal repeats	5	11	0.7842	NA	0	0.0000	NA	NA
91620_DAStool_bin15.fa_plasmid_summary.tsv k99_236978	7630	No terminal repeats	11	11	0.7839	NA	0	0.1231	NA	NF033156
91620_DAStool_bin15.fa_plasmid_summary.tsv k99_788501	3938	No terminal repeats	7	11	0.7751	NA	0	0.0000	NA	NA
91620_DAStool_bin15.fa_plasmid_summary.tsv k99_267737	5107	No terminal repeats	6	11	0.7468	NA	0	0.0000	NA	NA
91620_DAStool_bin15.fa_plasmid_summary.tsv k99_194245	2668	No terminal repeats	3	11	0.7174	NA	0	0.0000	NA	NA
91620_DAStool_bin165.fa_plasmid_summary.tsv k99_40263	5527	No terminal repeats	9	11	0.9639	NA	0	1.5139	NA	NF000496
91620_DAStool_bin165.fa_plasmid_summary.tsv k99_492173	3441	No terminal repeats	9	11	0.7662	NA	0	0.0000	NA	NA
91620_DAStool_bin165.fa_plasmid_summary.tsv k99_3150210	2795	No terminal repeats	5	15	0.7418	NA	0	0.0000	NA	NA
91620_DAStool_bin174.fa_plasmid_summary.tsv k99_1930201	5380	No terminal repeats	10	11	0.9662	NA	0	3.4366	NA	NA
91620_DAStool_bin174.fa_plasmid_summary.tsv k99_560893	3838	No terminal repeats	5	11	0.9649	NA	0	3.4783	NA	NA
91620_DAStool_bin174.fa_plasmid_summary.tsv k99_1277073	2505	No terminal repeats	4	11	0.9622	NA	0	1.5111	NA	NA
91620_DAStool_bin174.fa_plasmid_summary.tsv k99_774235	6720	No terminal repeats	5	11	0.8879	NA	0	2.1441	NA	NA
91620_DAStool_bin174.fa_plasmid_summary.tsv k99_154342	3362	No terminal repeats	5	11	0.8756	NA	0	1.0812	NA	NA
91620_DAStool_bin174.fa_plasmid_summary.tsv k99_370259	13322	No terminal repeats	13	11	0.8410	NA	0	2.2288	NA	NA
91620_DAStool_bin174.fa_plasmid_summary.tsv k99_805047	2837	No terminal repeats	4	11	0.7752	NA	0	0.7903	NA	NA
91620_DAStool_bin180.fa_plasmid_summary.tsv k99_2908078	6141	No terminal repeats	14	11	0.7675	NA	0	0.0793	NA	NF033693
91620_DAStool_bin1.fa_plasmid_summary.tsv k99_2380206	4848	No terminal repeats	6	11	0.9204	NA	0	0.4359	NA	NA
91620_DAStool_bin1.fa_plasmid_summary.tsv k99_3078647	3292	No terminal repeats	4	11	0.8833	NA	0	1.7183	NA	NA
91620_DAStool_bin23.fa_plasmid_summary.tsv k99_1697653	4707	No terminal repeats	7	11	0.9181	NA	0	0.6096	NA	NA
91620_DAStool_bin23.fa_plasmid_summary.tsv k99_2976351	2753	No terminal repeats	4	11	0.8487	NA	0	0.9809	NA	NA
91620_DAStool_bin23.fa_plasmid_summary.tsv k99_3041502	3960	No terminal repeats	5	11	0.7585	NA	0	0.0000	NA	NA
91620_DAStool_bin23.fa_plasmid_summary.tsv k99_3022592	2849	No terminal repeats	2	11	0.7334	NA	0	0.0000	NA	NA
91620_DAStool_bin23.fa_plasmid_summary.tsv k99_1233864	5326	No terminal repeats	5	11	0.7243	NA	0	1.7030	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1790821	3196	No terminal repeats	4	11	0.9713	NA	0	1.4581	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_514506	3834	No terminal repeats	6	11	0.9217	NA	0	1.4825	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_432095	7619	No terminal repeats	10	11	0.8987	NA	0	1.2243	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_2525667	4026	No terminal repeats	3	11	0.8931	NA	0	0.7380	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_3020081	3954	No terminal repeats	5	11	0.8881	NA	0	1.0393	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1054717	5452	No terminal repeats	7	11	0.8869	NA	0	0.6175	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1132059	12038	No terminal repeats	9	11	0.8857	NA	0	0.5084	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_113450	3217	No terminal repeats	3	11	0.8566	NA	0	0.0000	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1488302	31758	No terminal repeats	30	11	0.8508	NA	0	3.8061	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_143101	6254	No terminal repeats	5	11	0.8501	NA	0	0.9269	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_3127677	3088	No terminal repeats	4	11	0.8383	NA	0	0.0000	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1897216	4687	No terminal repeats	5	11	0.8273	NA	0	0.6412	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_3027389	8950	No terminal repeats	11	11	0.8165	NA	0	2.5993	NA	NF033134
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_296108	3806	No terminal repeats	4	11	0.8165	NA	0	0.0000	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1401461	3483	No terminal repeats	4	11	0.8136	NA	0	0.9352	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1349773	3589	No terminal repeats	5	11	0.7950	NA	0	1.5888	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_2181321	3088	No terminal repeats	4	11	0.7842	NA	0	0.0000	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1124035	5046	No terminal repeats	4	11	0.7792	NA	0	0.0000	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1050422	4312	No terminal repeats	5	11	0.7762	NA	0	1.3136	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_2874382	7333	No terminal repeats	7	11	0.7522	NA	0	1.2957	NA	NF033105
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_40197	9298	No terminal repeats	13	11	0.7492	NA	0	0.5043	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1803937	3535	No terminal repeats	3	11	0.7391	NA	0	0.5771	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_3123413	8183	No terminal repeats	10	11	0.7382	NA	0	1.3623	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1485313	4162	No terminal repeats	6	11	0.7344	NA	0	1.1727	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_2446370	18435	No terminal repeats	18	11	0.7216	NA	0	0.0419	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_3102189	6859	No terminal repeats	7	11	0.7131	NA	0	1.4795	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_229701	17374	No terminal repeats	17	11	0.7100	NA	0	2.4065	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_53707	10351	No terminal repeats	10	11	0.7096	NA	0	1.4055	NA	NA
91620_DAStool_bin26.fa_plasmid_summary.tsv k99_1886217	5511	No terminal repeats	6	11	0.7060	NA	0	1.1697	NA	NA
91620_DAStool_bin27.fa_plasmid_summary.tsv k99_2792888	4245	No terminal repeats	4	11	0.7007	NA	0	0.6394	NA	NA
91620_DAStool_bin42.fa_plasmid_summary.tsv k99_599734	5104	No terminal repeats	1	11	0.9901	NA	0	1.7183	NA	NA
91620_DAStool_bin42.fa_plasmid_summary.tsv k99_2187815	5647	No terminal repeats	1	11	0.9633	NA	0	1.7183	NA	NA
91620_DAStool_bin57.fa_plasmid_summary.tsv k99_2255529	9075	No terminal repeats	10	11	0.9125	NA	0	3.1015	NA	NA
91620_DAStool_bin57.fa_plasmid_summary.tsv k99_1530623	3740	No terminal repeats	7	11	0.8828	NA	0	2.7533	NA	NA
91620_DAStool_bin57.fa_plasmid_summary.tsv k99_1778835	3974	No terminal repeats	5	11	0.7314	NA	0	1.6561	NA	NA
91620_DAStool_bin6.fa_plasmid_summary.tsv k99_1235484	3004	No terminal repeats	6	11	0.8708	NA	0	0.3436	NA	NA
91620_DAStool_bin6.fa_plasmid_summary.tsv k99_2001087	5549	No terminal repeats	6	11	0.8306	NA	0	0.4056	NA	NA
91620_DAStool_bin6.fa_plasmid_summary.tsv k99_434699	3176	No terminal repeats	4	11	0.8280	NA	0	0.0000	NA	NA
91620_DAStool_bin6.fa_plasmid_summary.tsv k99_2564991	2573	No terminal repeats	4	11	0.7284	NA	0	0.0000	NA	NA
91620_DAStool_bin6.fa_plasmid_summary.tsv k99_2463394	3514	No terminal repeats	3	11	0.7042	NA	0	0.0000	NA	NA
91620_DAStool_bin74.fa_plasmid_summary.tsv k99_1186506	6811	No terminal repeats	11	11	0.7164	NA	0	1.2569	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_427541	3352	No terminal repeats	7	11	0.9345	NA	0	1.9868	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2573265	5631	No terminal repeats	9	11	0.9317	NA	0	0.6470	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_903225	4963	No terminal repeats	5	11	0.9306	NA	0	1.7809	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2282550	3315	No terminal repeats	11	11	0.9111	NA	0	1.3996	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_491700	3416	No terminal repeats	5	11	0.8952	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1604951	7180	No terminal repeats	11	11	0.8889	NA	0	1.1142	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2060445	3649	No terminal repeats	7	11	0.8818	NA	0	1.8266	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_59491	4354	No terminal repeats	4	11	0.8805	NA	0	1.3685	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_10415	2718	No terminal repeats	4	11	0.8707	NA	1	1.9816	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1904810	2539	No terminal repeats	5	11	0.8701	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_232830	3694	No terminal repeats	8	11	0.8653	NA	0	0.4071	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_23826	2657	No terminal repeats	4	11	0.8544	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1964959	3632	No terminal repeats	5	11	0.8492	NA	0	0.6722	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_605107	5168	No terminal repeats	6	11	0.8178	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1449638	2508	No terminal repeats	5	11	0.8123	NA	0	0.5681	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_590956	2725	No terminal repeats	3	11	0.8025	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1132863	3655	No terminal repeats	3	11	0.7965	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2229826	3556	No terminal repeats	6	11	0.7939	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1876419	2552	No terminal repeats	4	11	0.7875	NA	0	0.2804	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1727637	2729	No terminal repeats	2	11	0.7822	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1646808	2503	No terminal repeats	3	11	0.7803	NA	0	0.5451	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2516748	3678	No terminal repeats	4	11	0.7800	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_999364	3662	No terminal repeats	8	11	0.7751	NA	0	0.2293	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1003419	2716	No terminal repeats	2	11	0.7730	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1240723	4288	No terminal repeats	5	11	0.7725	NA	0	0.8018	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2034447	3030	No terminal repeats	5	11	0.7697	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2494812	3282	No terminal repeats	7	11	0.7696	NA	0	0.1959	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2528453	3897	No terminal repeats	4	11	0.7641	NA	0	0.1570	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_3272805	3511	No terminal repeats	6	11	0.7633	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1512406	3630	No terminal repeats	4	11	0.7565	NA	0	0.3386	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_3147074	2689	No terminal repeats	2	11	0.7510	NA	0	0.5213	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_3258936	2626	No terminal repeats	2	11	0.7507	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_337957	2581	No terminal repeats	1	11	0.7472	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_3040199	3610	No terminal repeats	6	11	0.7469	NA	0	0.3689	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2416620	4676	No terminal repeats	7	11	0.7372	NA	0	1.0267	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2726116	4077	No terminal repeats	4	11	0.7248	NA	0	0.4578	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_28100	5547	No terminal repeats	6	11	0.7244	NA	0	0.2211	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_327679	3868	No terminal repeats	3	11	0.7189	NA	0	0.0000	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1342446	2555	No terminal repeats	5	11	0.7162	NA	0	2.0305	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_2538783	3515	No terminal repeats	6	11	0.7131	NA	0	1.7563	NA	NA
91620_DAStool_bin86.fa_plasmid_summary.tsv k99_1533106	3871	No terminal repeats	4	11	0.7002	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1228685	11531	No terminal repeats	11	11	0.9845	NA	0	4.0415	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_718407	2538	DTR	4	11	0.9683	NA	1	0.9293	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_851782	13069	No terminal repeats	16	11	0.9530	NA	0	1.1251	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_236846	3340	No terminal repeats	4	11	0.9441	NA	0	1.2499	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_64527	5647	No terminal repeats	9	11	0.9379	NA	0	0.6470	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1767610	3394	No terminal repeats	6	11	0.9119	NA	0	0.6722	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1848663	4297	No terminal repeats	4	11	0.8991	NA	0	1.4171	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_944407	2624	No terminal repeats	3	11	0.8964	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_919406	2710	No terminal repeats	6	11	0.8964	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1598169	3028	No terminal repeats	3	11	0.8861	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_2020198	2827	No terminal repeats	3	11	0.8664	NA	0	0.7208	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_905813	5010	No terminal repeats	3	11	0.8486	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1127879	3323	No terminal repeats	5	11	0.8463	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1930520	4149	No terminal repeats	11	11	0.8385	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1747114	3157	No terminal repeats	7	11	0.8348	NA	0	1.7563	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1150031	4219	No terminal repeats	4	11	0.8215	NA	0	0.3701	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_532286	2747	No terminal repeats	6	11	0.8209	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_954507	8941	No terminal repeats	10	11	0.8182	NA	0	0.9660	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_521308	4485	No terminal repeats	4	11	0.8152	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1344589	3487	No terminal repeats	3	11	0.8069	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_463700	3614	No terminal repeats	3	11	0.8017	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_335725	2973	No terminal repeats	4	11	0.7993	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_556503	5261	No terminal repeats	6	11	0.7943	NA	1	1.1128	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1018988	3327	No terminal repeats	6	11	0.7925	NA	0	1.1540	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1548768	2526	No terminal repeats	5	11	0.7898	NA	0	0.0000	NA	NA
91621_DAStool_bin117.fa_plasmid_summary.tsv k99_1947839	3233	No terminal repeats	5	11	0.7830	NA	0	0.0000	NA	NA
